U计划-B141126期,4000000,87,3531,1288,172778
U计划-C141126期,8000000,153,10201,4940,681584
U计划-A141201期,6000000,272,3582,484,105266
U计划-B141201期,8000000,206,8060,1584,364656
U计划-C141201期,10000000,206,13870,6650,841849
U计划-A141203期,10000000,524,9776,2540,175584
U计划-B141203期,10000000,233,11830,4052,454536
U计划-C141203期,20000000,383,36499,17696,1660074
U计划-A141208期,8000000,462,7224,1438,140634
U计划-B141208期,8000000,177,10228,3752,358952
U计划-C141208期,18000000,394,40327,18867,1490141
U计划-A141210期,8000000,820,11520,1250,139938
U计划-B141210期,16000000,449,18232,3363,720836
U计划-C141210期,26000000,524,39442,16389,2158364
U计划-A141215期,10000000,894,12567,1096,174041
U计划-B141215期,18000000,416,17519,3089,807115
U计划-C141215期,20000000,430,28397,9967,1599663
U计划-A141217期,4000000,389,5320,554,70310
U计划-B141217期,12000000,335,13219,1634,542409
U计划-C141217期,34000000,596,43199,15560,2758733
U计划-A141222期,2000000,149,2048,338,35017
U计划-B141222期,6000000,95,5086,1653,273850
U计划-C141222期,20000000,704,41811,12577,1503920
U计划-A141224期,6000000,434,7639,1376,104879
U计划-B141224期,10000000,248,13362,3913,454981
U计划-C141224期,34000000,647,39592,12250,2526910
U计划-C141229期,30000000,537,36604,13999,2331911
U计划-B141229期,12000000,310,16275,3793,520669
U计划-A141229期,8000000,832,18099,2694,137326
U计划-A150105期,6000000,504,6910,491,104985
U计划-B150105期,12000000,338,14664,1955,536902
U计划-C150105期,44000000,879,40881,8131,3201670
U计划-A150107期,8000000,723,10515,992,140483
U计划-B150107期,16000000,480,20257,2456,708274
U计划-C150107期,46000000,919,55027,16693,3327721
U计划-A150112期,8000000,722,12400,1552,138901
U计划-B150112期,12000000,338,14265,2105,537557
U计划-C150112期,38000000,748,53334,18359,2799812
U计划-A150114期,8000000,703,10138,831,140444
U计划-B150114期,8000000,224,9919,1915,351754
U计划-C150114期,16000000,374,25738,11043,1129868
U计划-A150119期,8000000,776,9906,480,139239
U计划-B150119期,16000000,500,20160,2152,704612
U计划-C150119期,46000000,947,50778,14240,2962701
U计划-A150121期,10000000,1259,16779,957,175687
U计划-B150121期,20000000,647,29420,4332,866332
U计划-C150121期,54000000,1090,63771,18380,3447240
U计划-A150126期,6000000,758,10842,1106,104733
U计划-B150126期,12000000,341,14077,2335,519969
U计划-C150126期,36000000,749,36587,9450,2353990
U计划-A150128期,2000000,258,3200,196,35027
U计划-B150128期,4000000,82,3378,874,178116
U计划-C150128期,10000000,252,10568,2733,643842
U计划-A150202期,10000000,1151,16345,2574,174141
U计划-B150202期,22000000,631,25789,4212,986996
U计划-C150202期,70000000,1402,73328,19504,4482035
U计划-A150204期,8000000,725,11088,2380,139971
U计划-B150204期,16000000,449,16948,2724,703354
U计划-C150204期,56000000,1175,55558,14446,3713529
U计划-A150209期,2000000,177,2624,574,35159
U计划-B150209期,2000000,43,1781,469,89996
U计划-C150209期,6000000,173,6584,1675,383546
U计划-A150211期,2000000,109,1336,212,35132
U计划-B150211期,2000000,63,2532,819,88092
U计划-C150211期,6000000,145,6630,2750,375971
U计划-A150212期,8000000,807,12122,842,137709
U计划-B150212期,12000000,338,14432,2570,536691
U计划-C150212期,40000000,815,37789,9615,2490989
U计划-A150309期,4000000,324,4330,520,69496
U计划-B150309期,6000000,187,7301,1319,262908
U计划-C150309期,20000000,1246,47747,9734,1096365
U计划-A150311期,6000000,641,10988,1547,104347
U计划-B150311期,8000000,185,9147,2990,353130
U计划-C150311期,26000000,677,30671,9908,1408478
U计划-A150316期,6000000,516,7211,810,103521
U计划-B150316期,8000000,209,9641,2347,357901
U计划-C150316期,28000000,648,32902,10526,1509113
U计划-A150318期,8000000,674,9250,1071,136562
U计划-B150318期,14000000,339,15176,3760,584314
U计划-C150318期,44000000,1554,69663,18203,2251476
U计划-A150323期,2000000,262,3710,581,29890
U计划-B150323期,4000000,116,5758,1901,140102
U计划-C150323期,16000000,420,29641,11732,691856
U计划-A150325期,4000000,311,4203,521,60367
U计划-B150325期,6000000,178,7984,1884,235463
U计划-C150325期,18000000,332,21432,9456,813935
U计划-A150330期,4000000,403,5270,444,59614
U计划-B150330期,8000000,254,12158,3056,269609
U计划-C150330期,24000000,479,21613,6004,940566
U计划-A150401期,4000000,308,4198,282,60149
U计划-B150401期,6000000,199,6779,2069,203052
U计划-C150401期,18000000,381,17343,5882,728942
U计划-A150406期,6000000,609,9082,1537,88936
U计划-B150406期,10000000,315,14118,3285,330699
U计划-C150406期,32000000,631,28347,8510,1316958
U计划-A150408期,6000000,915,9467,1180,88775
U计划-B150408期,12000000,390,18909,4899,415212
U计划-C150408期,44000000,863,34161,9217,1805464
U计划-A150413期,10000000,830,11512,789,97098
U计划-B150413期,20000000,438,18189,3983,442150
U计划-C150413期,60000000,1348,61588,14984,2467165
U计划-A150415期,3000000,431,5554,495,44849
U计划-B150415期,8000000,215,9640,2918,226884
U计划-C150415期,50000000,1172,59721,15292,1988561
U计划-A150420期,2000000,248,3307,367,25145
U计划-B150420期,8000000,280,11151,2180,227325
U计划-C150420期,60000000,1095,44774,10291,1693518
U计划-A150422期,2000000,317,4659,1010,29886
U计划-B150422期,4000000,99,5669,2056,111375
U计划-C150422期,26000000,584,30338,10668,723511
U计划-A150427期,4000000,538,6703,355,47822
U计划-B150427期,8000000,214,8667,2656,215647
U计划-C150427期,34000000,654,34268,11086,980673
U计划-A150429期,4000000,869,10938,769,55669
U计划-B150429期,10000000,266,10358,2106,224434
U计划-C150429期,30000000,752,25574,6218,970544
U计划-A150501期,4000000,526,7320,844,31546
U计划-B150501期,8000000,160,5319,1179,127535
U计划-C150501期,20000000,608,20928,4968,738265
U计划-A150504期,2000000,418,6111,1146,27815
U计划-B150504期,4000000,149,6014,1558,107151
U计划-C150504期,10000000,275,10220,3685,337561
U计划-A150506期,2000000,390,5135,664,29527
U计划-B150506期,4000000,145,4918,1161,112559
U计划-C150506期,14000000,391,17779,6081,462043
U计划-A150508期,2000000,336,4372,391,30112
U计划-B150508期,4000000,138,4487,934,124583
U计划-C150508期,20000000,483,18567,5623,669553
U计划-A150511期,2000000,255,3361,357,29410
U计划-B150511期,4000000,130,4765,1113,110253
U计划-C150511期,18000000,364,12131,3201,605522
U计划-A150513期,4000000,654,9882,1258,59585
U计划-B150513期,8000000,216,10739,3207,197140
U计划-C150513期,30000000,754,36091,11689,1000159
U计划-A150515期,2000000,335,4631,594,30054
U计划-B150515期,6000000,213,6552,1165,157076
U计划-C150515期,42000000,941,47718,16138,1335239
U计划-A150518期,4000000,498,7224,1241,55155
U计划-B150518期,8000000,242,8511,2185,184077
U计划-C150518期,32000000,575,31611,13429,852196
U计划-A150520期,2000000,274,6068,3446,27478
U计划-B150520期,4000000,85,3259,1196,72781
U计划-C150520期,20000000,310,15935,7842,310491
U计划-A150522期,2000000,148,3330,1925,27927
U计划-B150522期,4000000,102,4328,1643,71276
U计划-C150522期,14000000,323,24229,14158,387668
U计划-A150525期,2000000,299,4629,1354,29021
U计划-B150525期,4000000,123,4840,2050,83977
U计划-C150525期,14000000,312,17328,9182,380392
U计划-A150527期,2000000,116,2596,1371,23296
U计划-B150527期,4000000,102,5040,2880,83847
U计划-C150527期,12000000,288,15122,7512,307324
U计划-A150529期,2000000,154,3544,1904,24660
U计划-B150529期,4000000,87,3940,1995,78043
U计划-C150529期,25000000,364,21968,10762,547855
U计划-A150601期,2000000,295,3887,645,29917
U计划-B150601期,4000000,123,5459,2459,82615
U计划-C150601期,20000000,494,31314,15369,538009
U计划-A150603期,4000000,536,8159,2006,52725
U计划-B150603期,6000000,193,7894,2413,113787
U计划-C150603期,16000000,389,19335,8689,413726
U计划-A150605期,2000000,282,4267,1052,21615
U计划-B150605期,4000000,116,4638,1784,83415
U计划-C150605期,16000000,369,20270,9345,408207
U计划-A150608期,2000000,241,4327,979,29839
U计划-B150608期,4000000,130,4184,1161,82114
U计划-C150608期,16000000,302,13194,6235,401365
U计划-A150610期,2000000,274,6951,3132,28919
U计划-B150610期,2000000,81,3867,1752,40908
U计划-C150610期,24000000,410,19577,9005,604437
U计划-A150612期,2000000,283,5434,2218,29986
U计划-B150612期,2000000,61,2853,1385,40926
U计划-C150612期,34000000,611,34033,13885,852185
U计划-A150615期,2000000,309,5127,1637,29555
U计划-B150615期,4000000,112,4920,1972,80145
U计划-C150615期,36000000,698,31623,11730,821237
U计划-A150617期,2000000,278,3617,582,29652
U计划-B150617期,4000000,116,5185,1802,75411
U计划-C150617期,14000000,364,14253,5500,332144
U计划-A150619期,2000000,273,3271,244,24324
U计划-B150619期,6000000,160,5488,1684,89543
U计划-C150619期,14000000,342,14634,5854,279981
U计划-A150622期,2000000,224,4408,1858,25403
U计划-B150622期,6000000,202,5792,1357,81931
U计划-C150622期,14000000,349,13867,5359,254018
U计划-A150624期,2000000,355,6275,1565,29977
U计划-B150624期,4000000,140,5731,1909,59936
U计划-C150624期,16000000,368,10725,2778,270572
U计划-A150626期,2000000,137,2493,1084,22348
U计划-B150626期,4000000,112,3875,1281,55770
U计划-C150626期,30000000,548,24269,9206,533410
U计划-A150628期,1000000,121,1422,102,10328
U计划-B150628期,2000000,52,2242,982,29467
U计划-C150628期,10000000,227,13351,7740,205966
U计划-A150629期,4000000,525,7047,740,42226
U计划-B150629期,6000000,213,5717,882,81889
U计划-C150629期,40000000,891,31709,9830,696717
U计划-A150701期,2000000,321,6188,1490,25109
U计划-B150701期,4000000,83,3762,1355,55323
U计划-C150701期,20000000,485,18961,7919,365861
U计划-A150703期,4000000,555,6827,422,53866
U计划-B150703期,6000000,170,4443,791,95683
U计划-C150703期,30000000,704,31630,12247,515390
U计划-C续0001期,20000,1,75,75,430
U计划-C续0002期,171000,14,336,96,3207
U计划-C续0003期,10000,1,24,24,170
U计划-A150706期,4000000,430,9389,2709,43031
U计划-B150706期,6000000,198,6007,1509,95837
U计划-C150706期,30000000,574,31955,15078,541835
U计划-C续0004期,87000,5,113,54,1633
U计划-A150708期,4000000,439,9296,1688,40680
U计划-B150708期,6000000,147,6313,2316,98270
U计划-C150708期,30000000,526,27843,13651,594838
U计划-A150710期,5000000,698,8494,490,59348
U计划-B150710期,10000000,284,10301,2154,122110
U计划-C150710期,50000000,768,33873,11227,621236
U计划-C续0005期,720000,23,892,343,13357
U计划-C续0006期,156000,2,107,94,2679
U计划-C续0007期,225000,13,309,108,3850
U计划-C续0008期,1289000,48,1337,381,24211
U计划-A150713期,5000000,714,7740,227,68253
U计划-B150713期,10000000,305,7667,961,137814
U计划-C150713期,50000000,866,35141,11476,686843
U计划-C续0009期,144000,5,354,320,2468
U计划-C续0010期,2422000,51,4542,3020,44703
U计划-C续0011期,267000,14,364,129,4486
U计划-C续0012期,392000,22,573,178,7227
U计划-A150715期,4000000,499,5674,360,56600
U计划-B150715期,6000000,143,4555,1113,80163
U计划-C150715期,30000000,644,22908,7297,392574
U计划-A150717期,4000000,586,7175,719,26586
U计划-B150717期,10000000,308,9280,1585,107529
U计划-C150717期,40000000,408,13933,5156,199900
U计划-C续0013期,2178000,58,3251,2081,39428
U计划-C续0014期,152000,8,351,320,2542
U计划-C续0015期,648000,42,1706,1103,9774
U计划-C续0016期,27000,10,316,263,437
U计划-A150720期,4000000,496,5562,206,22386
U计划-B150720期,10000000,280,6833,848,75110
U计划-C150720期,40000000,800,22899,5927,356139
U计划-C续0017期,1480000,38,1370,710,16754
U计划-C续0018期,83000,4,128,98,848
U计划-C续0019期,228000,29,615,62,2055
U计划-C续0020期,51000,9,188,37,425
U计划-A150722期,4000000,401,4488,166,35980
U计划-B150722期,8000000,218,11038,2361,62372
U计划-C150722期,36000000,692,26506,8406,337756
U计划-A150724期,6000000,792,8772,446,50769
U计划-B150724期,10000000,361,8202,607,92383
U计划-C150724期,50000000,590,19548,6517,209593
U计划-C续0021期,1725000,63,2103,705,15822
U计划-C续0022期,750000,15,603,368,6795
U计划-C续0023期,164000,14,319,77,1556
U计划-C续0024期,20000,6,124,42,166
U计划-A150727期,6000000,630,6881,188,38210
U计划-B150727期,10000000,264,6014,591,67469
U计划-C150727期,40000000,766,21851,5334,345316
U计划-C续0025期,2289000,73,2223,955,22124
U计划-C续0026期,494000,17,580,391,4694
U计划-C续0027期,217000,18,389,83,2034
U计划-C续0028期,31000,9,187,54,258
U计划-A150729期,6000000,724,8116,366,48414
U计划-B150729期,10000000,254,9602,2479,75463
U计划-C150729期,40000000,724,27204,8354,400905
U计划-A150731期,6000000,760,8674,731,51139
U计划-B150731期,12000000,378,13569,2442,112971
U计划-C150731期,50000000,885,25646,7025,337794
U计划-C续0029期,2566000,53,1978,987,24800
U计划-C续0030期,163000,8,261,180,1500
U计划-A150803期,6000000,691,7479,245,40087
U计划-B150803期,12000000,320,10302,2603,93958
U计划-C150803期,40000000,734,18782,3297,342048
U计划-C续0031期,1247000,44,922,79,11427
U计划-C续0032期,161000,6,129,47,1341
U计划-C续0033期,68000,29,590,55,623
U计划-C续0034期,3000,3,60,26,24
U计划-A150805期,6000000,771,8434,351,42924
U计划-B150805期,12000000,314,10184,2183,98698
U计划-C150805期,50000000,898,28886,7109,438572
U计划-C续0035期,235000,117,2415,164,2169
U计划-C续0036期,151000,41,863,125,1272
U计划-A150807期,4000000,533,5895,294,33915
U计划-B150807期,8000000,267,6349,694,73954
U计划-C150807期,36000000,915,28172,7986,345696
U计划-C续0037期,414000,74,1985,588,3938
U计划-C续0038期,36000,15,319,100,359
U计划-C续0039期,4037000,108,3631,1609,40823
U计划-C续0040期,1022000,19,629,379,10390
U计划-A150810期,4000000,473,6021,1275,34516
U计划-B150810期,8000000,260,6081,941,55528
U计划-C150810期,36000000,822,22871,6026,305711
U计划-C续0041期,3523000,147,3296,356,32251
U计划-C续0042期,936000,37,831,214,7797
U计划-A150812期,1000000,71,715,67,9069
U计划-B150812期,1000000,25,510,61,54
U计划-C150812期,36000000,712,19159,4774,300439
U计划-C续0043期,88000,15,380,153,741
U计划-C续0044期,143000,49,1157,250,1323
U计划-C150813期,20000000,799,15743,2531,176088
U计划-B150813期,1000000,41,829,61,0
U计划-A150813期,1000000,117,1175,75,9073
U计划-A150814期,1000000,170,1717,71,9518
U计划-B150814期,1000000,60,1209,61,106
U计划-C150814期,18000000,708,21063,6063,174189
U计划-C续0045期,109000,54,1081,43,1107
U计划-C续0046期,22000,10,200,40,224
U计划-A150815期,3000000,686,7223,284,13605
U计划-B150815期,1000000,63,1266,61,0
U计划-C150815期,8000000,310,6480,367,68296
U计划-A150816期,3000000,648,9601,3379,5235
U计划-B150816期,1000000,59,1195,67,0
U计划-C150816期,8000000,281,8232,2820,7316
U计划-A150817期,1000000,589,5998,106,1082
U计划-B150817期,1000000,67,1426,125,363
U计划-C150817期,8000000,316,17232,7247,27863
U计划-C续0047期,881000,12,552,388,880
U计划-C续0048期,52000,1,48,48,135
U计划-C续0049期,917000,61,1811,804,2156
U计划-C续0050期,58000,9,258,198,287
U计划-A150818期,1000000,571,6146,992,1846
U计划-B150818期,1000000,66,1574,172,6263
U计划-C150818期,6000000,211,7585,2911,48659
U计划-C续0051期,3328000,86,1994,358,497
U计划-C续0052期,539000,7,174,68,66
U计划-A150819期,1000000,576,5767,61,0
U计划-B150819期,1000000,64,1293,67,28
U计划-C150819期,6000000,201,4108,140,22
U计划-C续0053期,1011000,99,1993,64,12
U计划-C续0054期,79000,16,322,42,1
U计划-A150820期,1500000,855,8686,166,79
U计划-B150820期,1500000,98,1979,60,0
U计划-C150820期,5000000,166,3375,93,5
U计划-A150821期,1200000,669,6711,66,16
U计划-B150821期,1200000,76,2105,595,3203
U计划-C150821期,3600000,111,6778,4530,10370
U计划-C续0055期,154000,49,981,24,0
U计划-C续0056期,29000,11,220,24,0
U计划-A150822期,1000000,568,5703,40,3
U计划-A150823期,1000000,563,5704,82,80
U计划-A150824期,1500000,835,8380,71,92
U计划-B150822期,1000000,66,1333,66,0
U计划-B150823期,1000000,66,1345,58,5
U计划-B150824期,1500000,96,2113,195,276
U计划-C150822期,2000000,68,2436,1260,7742
U计划-C150823期,2000000,66,1349,71,0
U计划-C150824期,5000000,166,4047,896,3306
U计划-C续0057期,487000,86,1728,45,1
U计划-C续0058期,164000,21,422,42,22
U计划-A150825期,1200000,679,6809,70,4
U计划-B150825期,1200000,76,1651,260,253
U计划-C150825期,3600000,127,3436,1051,1630
U计划-A150826期,2000000,565,5676,84,6
U计划-B150826期,4000000,97,1987,112,0
U计划-C150826期,16000000,394,18446,9445,9698
U计划-C续0059期,59000,6,121,44,0
U计划-C续0060期,108000,31,621,43,0
U计划-A150827期,1500000,854,8557,76,4
U计划-B150827期,1500000,40,821,73,0
U计划-C150827期,5000000,126,2577,120,0
U计划-A150828期,1200000,682,6853,61,28
U计划-B150828期,1200000,81,1637,74,0
U计划-C150828期,3600000,116,2363,85,0
U计划-C续0061期,8000,4,80,40,0
U计划-C续0062期,47000,20,400,46,0
U计划-A150829期,1000000,567,5972,130,25
U计划-A150830期,1000000,558,5595,41,2
U计划-B150829期,1000000,63,1281,46,0
U计划-B150830期,1000000,64,1296,38,0
U计划-C150829期,2000000,76,1547,65,0
U计划-C150830期,2000000,71,1468,79,7
U计划-A150831期,2000000,1155,11579,65,8
U计划-B150831期,4000000,258,5271,164,2
U计划-C150831期,20000000,677,17279,3659,899
U计划-C续0063期,35000,17,340,22,0
U计划-C续0064期,326000,55,1100,22,0
U计划-A150901期,6000000,1396,14352,347,74
U计划-B150901期,12000000,491,10043,262,16
U计划-C150901期,50000000,1345,31272,4726,4457
U计划-A150902期,4000000,456,4598,101,1
U计划-B150902期,8000000,258,5268,135,0
U计划-C150902期,36000000,605,13676,1908,560
U计划-C续0065期,4000,2,40,29,0
U计划-C续0066期,43000,16,320,40,0
U计划-A150903期,2000000,402,4047,80,0
U计划-B150903期,2000000,126,2534,43,0
U计划-C150903期,8000000,281,8974,3607,1
U计划-A150904期,2000000,430,4323,67,0
U计划-B150904期,2000000,126,2541,55,0
U计划-C150904期,8000000,253,10150,3556,27
U计划-C续0067期,126000,15,301,38,0
U计划-C续0068期,12000,3,60,31,0
U计划-A150905期,1200000,281,2940,85,96
U计划-B150905期,2400000,153,3246,180,32
U计划-C150905期,8000000,280,7094,1796,3
U计划-A150906期,2000000,444,4539,127,7
U计划-B150906期,4000000,157,3236,130,1
U计划-C150906期,10000000,326,6770,300,530
U计划-A150907期,1000000,604,6045,59,0
U计划-B150907期,2000000,124,2622,150,19
U计划-C150907期,10000000,328,10879,3314,48
U计划-C续0069期,181000,59,1182,37,0
U计划-C续0070期,29000,14,280,37,0
U计划-A150908期,2000000,332,3340,73,0
U计划-B150908期,2000000,128,2580,47,0
U计划-C150908期,8000000,256,7124,2415,3
U计划-A150909期,2000000,576,5857,178,2
U计划-B150909期,2000000,125,2525,45,0
U计划-C150909期,8000000,254,7547,2308,0
U计划-C续0071期,609000,97,1948,61,0
U计划-C续0072期,28000,14,281,44,0
U计划-A150910期,1500000,637,6382,55,0
U计划-B150910期,1500000,96,1969,71,0
U计划-C150910期,6000000,180,5583,2145,0
U计划-A150911期,1500000,611,6220,149,1
U计划-B150911期,1500000,100,2200,263,4
U计划-C150911期,6000000,185,11083,6796,0
U计划-C续0073期,31000,10,293,183,0
U计划-C续0074期,258000,47,1639,704,0
U计划-A150912期,1200000,513,5145,76,0
U计划-A150913期,1200000,513,5144,63,0
U计划-B150912期,1200000,74,1489,32,0
U计划-B150913期,1200000,75,1516,37,0
U计划-C150912期,3600000,120,2476,112,0
U计划-C150913期,3600000,121,2468,94,0
U计划-A150914期,2000000,846,8484,86,0
U计划-B150914期,2000000,92,2607,520,73
U计划-C150914期,8000000,265,6644,1233,0
U计划-C续0075期,34000,11,220,37,0
U计划-C续0076期,696000,42,848,51,0
U计划-A150915期,2000000,825,8270,79,0
U计划-B150915期,2000000,87,1763,45,0
U计划-C150915期,8000000,253,5163,160,0
U计划-C续0077期,1070000,28,572,47,0
U计划-C续0078期,40000,2,41,29,0
U计划-A150916期,2000000,838,8305,52,0
U计划-B150916期,2000000,83,1725,101,0
U计划-C150916期,8000000,263,7178,2324,0
U计划-C续0079期,693000,49,965,38,0
U计划-C续0080期,29000,13,260,34,0
U计划-A150917期,2000000,827,204,2,0
U计划-B150917期,2000000,77,1561,40,0
U计划-C150917期,6000000,203,4883,1305,0
U计划-C续0081期,988000,30,611,51,0
U计划-C续0082期,154000,5,100,43,0
U计划-A150918期,2000000,829,0,0,0
U计划-A150919期,1200000,485,0,0,0
U计划-A150920期,1200000,0,0,0,0
U计划-B150918期,2000000,73,504,25,0
U计划-B150919期,1200000,40,0,0,0
U计划-B150920期,1200000,0,0,0,0
U计划-C150918期,6000000,165,0,0,0
U计划-C150919期,3600000,96,0,0,0
